"Player","Team","Opponent","FD Position","FD Salary","FD Projection","FD Value","FD Ownership","FDSlateID","FD Ceiling"
"Pierre Strong Jr.","NE","BAL","RB","4500","0.1","-6.8","0.0","80801-160306","1.9"
"Lil'Jordan Humphrey","NE","BAL","WR","4700","0.5","-6.8","0.0","80801-71031","1.8"
"James Cook","BUF","MIA","RB","5300","1.6","-6.9","0.0","80801-91626","4.0"
"Dante Pettis","CHI","HOU","WR","5700","2.4","-6.9","0.0","80801-56698","5.9"
"Skyy Moore","KC","IND","WR","4700","0.4","-6.9","0.0","80801-112062","3.6"
"Brandon Powell","LA","ARI","WR","4700","0.4","-6.9","0.0","80801-52345","3.1"
"Brandon Powell","LA","ARI","WR","4700","0.4","-6.9","0.0","80801-52345","3.1"
"Tony Jones Jr.","NO","CAR","RB","4800","0.6","-6.9","0.0","80801-73121","3.1"
"Deonte Harty","NO","CAR","WR","4700","0.4","-6.9","0.0","80801-104176","1.9"
"Marquez Callaway","NO","CAR","WR","4600","0.2","-6.9","0.0","80801-71246","1.6"
"Dax Milne","WAS","PHI","WR","4600","0.2","-6.9","0.0","80801-90408","1.8"
"Chris Evans","CIN","NYJ","RB","4600","0.2","-7.0","0.0","80801-73130","2.9"
"Craig Reynolds","DET","MIN","RB","5000","0.7","-7.2","0.0","80801-104424","3.4"
"Mike Thomas","CIN","NYJ","WR","4900","0.4","-7.3","0.0","80801-55694","2.8"
"Juwann Winfree","GB","TB","WR","4800","0.2","-7.3","0.0","80801-56142","1.8"
"Zach Pascal","PHI","WAS","WR","5500","1.6","-7.3","0.0","80801-53390","5.5"
"Taysom Hill","NO","CAR","TE","6000","4.2","-8.4","0.5","80801-45565","8.1"
"Jeff Driskel","HOU","CHI","QB","6000","0.4","-12.2","0.0","80801-30253","4.4"
"Justin Herbert","LAC","JAX","QB","8200","2.8","-16.5","4.9","80801-69189","6.8"
